time (s),DL Filtering Design 1,DL Filtering Design 2,DL Filtering Design 3,DL Filtering Design 4,DL Filtering Design 5,DL Filtering Design 6,DL Filtering Design 7,ProteinMPNN Design 1
649.6,1.347824,1.305359,1.222208,1.186703,1.061764,1.174729,1.161797,1.397958
649.8,1.351158,1.305014,1.223261,1.186525,1.059759,1.173303,1.164886,1.401213
650,1.356865,1.309502,1.224981,1.193317,1.064804,1.181531,1.162942,1.401502
650.2,1.352954,1.309658,1.229459,1.188849,1.061558,1.177791,1.168019,1.402928
650.4,1.357003,1.313676,1.22666,1.189133,1.055667,1.17794,1.167145,1.402207
650.6,1.353259,1.311323,1.233091,1.189358,1.056581,1.17244,1.171095,1.404119
650.8,1.357997,1.314535,1.224616,1.191778,1.060136,1.17529,1.170164,1.403319
651,1.357492,1.310949,1.228527,1.189242,1.061508,1.181,1.168391,1.403938
651.2,1.360386,1.315201,1.23289,1.195276,1.062344,1.181175,1.170405,1.408314
651.4,1.363198,1.315536,1.231585,1.197004,1.064963,1.18466,1.169406,1.409609
651.6,1.362864,1.314834,1.230684,1.194459,1.064271,1.176593,1.170167,1.405152
651.8,1.361948,1.314974,1.229645,1.194743,1.063012,1.179364,1.175828,1.406834
652,1.364134,1.314181,1.231569,1.202032,1.06202,1.177548,1.171472,1.411285
652.2,1.367252,1.318112,1.230425,1.199144,1.062969,1.175852,1.17588,1.40824
652.4,1.365161,1.314964,1.23422,1.201311,1.066519,1.181925,1.175715,1.411838
652.6,1.367912,1.324031,1.232246,1.20229,1.062459,1.177656,1.173782,1.410282
652.8,1.369315,1.320778,1.241442,1.197087,1.064788,1.182881,1.176437,1.412598
653,1.364894,1.320266,1.232501,1.197554,1.066012,1.180609,1.175706,1.418298
653.2,1.369639,1.323698,1.235509,1.19976,1.061852,1.183797,1.178708,1.413183
653.4,1.372788,1.320787,1.231827,1.201743,1.064057,1.186524,1.183368,1.417805
653.6,1.372011,1.319867,1.23696,1.206668,1.064776,1.183344,1.179624,1.419073
653.8,1.373022,1.32555,1.238509,1.206053,1.065255,1.185421,1.179928,1.415587
654,1.376273,1.325301,1.239267,1.204246,1.062172,1.189039,1.182329,1.417063
654.2,1.37628,1.322662,1.238737,1.201319,1.062788,1.1845,1.181132,1.421239
654.4,1.378533,1.325677,1.241158,1.202706,1.062094,1.18816,1.185235,1.421472
654.6,1.371607,1.326998,1.240163,1.207629,1.06582,1.184358,1.185324,1.41549
654.8,1.380596,1.322702,1.246923,1.209553,1.065966,1.180948,1.184523,1.423442
655,1.379192,1.327187,1.235805,1.208377,1.064912,1.193383,1.184563,1.422713
655.2,1.380733,1.328033,1.246659,1.203745,1.065961,1.191811,1.184767,1.421191
655.4,1.380859,1.332397,1.243141,1.207557,1.068879,1.189222,1.185172,1.425191
655.6,1.380945,1.328826,1.244089,1.207523,1.063492,1.191661,1.188776,1.423394
655.8,1.380618,1.328684,1.249637,1.208254,1.06582,1.188056,1.18485,1.426128
656,1.38397,1.331337,1.241688,1.211355,1.072295,1.18709,1.192671,1.424532
656.2,1.379816,1.33179,1.242911,1.21237,1.062525,1.192213,1.188798,1.430026
656.4,1.385178,1.332205,1.247034,1.211153,1.06313,1.192802,1.191053,1.425939
656.6,1.388434,1.331282,1.251551,1.211885,1.063256,1.194523,1.193504,1.425518
656.8,1.385482,1.328703,1.247206,1.211046,1.066951,1.195461,1.196071,1.429502
657,1.384515,1.328037,1.244591,1.212726,1.067548,1.191394,1.194982,1.428532
657.2,1.389099,1.330914,1.246522,1.214298,1.066572,1.197302,1.194909,1.423167
657.4,1.387203,1.332746,1.246593,1.211887,1.065041,1.195397,1.194812,1.43379
657.6,1.387733,1.334582,1.249259,1.211957,1.067028,1.195306,1.194964,1.433007
657.8,1.388541,1.327226,1.25076,1.214922,1.067089,1.195131,1.194154,1.433196
658,1.392756,1.333809,1.256521,1.214595,1.065038,1.195703,1.195076,1.42948
658.2,1.391751,1.335857,1.253569,1.214731,1.065808,1.198702,1.199002,1.431864
658.4,1.390198,1.333662,1.250324,1.214173,1.06776,1.196072,1.196826,1.430611
658.6,1.391065,1.32946,1.25227,1.215637,1.069493,1.195161,1.198887,1.431125
658.8,1.39366,1.334287,1.24914,1.216149,1.066319,1.198996,1.200315,1.430658
659,1.395256,1.337065,1.254619,1.217481,1.07322,1.200291,1.19411,1.43282
659.2,1.393956,1.336451,1.251683,1.21215,1.068073,1.201443,1.199949,1.433234
659.4,1.392709,1.330739,1.256142,1.219219,1.066289,1.200602,1.199986,1.432315
659.6,1.397254,1.331974,1.25212,1.216346,1.06579,1.193702,1.198762,1.435317
659.8,1.396069,1.338052,1.253881,1.21711,1.065822,1.202678,1.203481,1.435737
660,1.396412,1.335571,1.261447,1.218799,1.062655,1.197678,1.203359,1.437043
660.2,1.39194,1.335616,1.252574,1.214559,1.068755,1.199586,1.201832,1.438726
660.4,1.394703,1.33373,1.255724,1.220863,1.071914,1.203099,1.201354,1.439259
660.6,1.400881,1.33463,1.257187,1.217609,1.064482,1.199522,1.202226,1.4392
660.8,1.40054,1.334264,1.256047,1.218661,1.071008,1.200607,1.20226,1.435564
661,1.398993,1.338719,1.25859,1.216691,1.067739,1.201633,1.200594,1.43738
661.2,1.401799,1.336579,1.257709,1.220576,1.067649,1.202081,1.205668,1.436249
661.4,1.40004,1.335014,1.259966,1.224801,1.067384,1.205731,1.204834,1.440569
661.6,1.399402,1.335493,1.259232,1.219744,1.068452,1.204473,1.204028,1.442164
661.8,1.400638,1.340015,1.263649,1.22243,1.069204,1.204418,1.206177,1.439905
662,1.403715,1.33665,1.262335,1.222494,1.070957,1.208027,1.201689,1.440837
662.2,1.405764,1.33733,1.259007,1.220789,1.065076,1.204544,1.206217,1.439012
662.4,1.403175,1.336677,1.264777,1.222571,1.069197,1.206853,1.202909,1.439458
662.6,1.400778,1.338129,1.264126,1.223947,1.070354,1.206047,1.206815,1.442427
662.8,1.403003,1.336896,1.260626,1.220789,1.069431,1.204516,1.208603,1.441961
663,1.405918,1.332787,1.264802,1.225029,1.069964,1.203062,1.205223,1.440835
663.2,1.403843,1.338634,1.269565,1.222049,1.072762,1.206262,1.206145,1.442561
663.4,1.406099,1.335361,1.263434,1.221671,1.068676,1.202242,1.211485,1.441477
663.6,1.405826,1.335187,1.264417,1.221331,1.066165,1.208274,1.207349,1.438612
663.8,1.407929,1.334908,1.268985,1.226769,1.068156,1.200847,1.212624,1.441579
664,1.404963,1.336559,1.262402,1.225508,1.063952,1.210814,1.205423,1.447064
664.2,1.401198,1.336698,1.268054,1.226897,1.070554,1.208125,1.212121,1.442875
664.4,1.405211,1.337142,1.269549,1.22207,1.068723,1.213504,1.212909,1.438893
664.6,1.408521,1.336078,1.26794,1.226734,1.072839,1.208464,1.213866,1.445447
664.8,1.40394,1.332709,1.271886,1.224832,1.070965,1.209959,1.210979,1.441566
665,1.402196,1.341425,1.270886,1.226436,1.071794,1.207794,1.20813,1.443604
665.2,1.408135,1.3352,1.268822,1.221343,1.070491,1.210444,1.209658,1.444083
665.4,1.409348,1.335664,1.267888,1.224406,1.069831,1.210853,1.213518,1.441436
665.6,1.411211,1.336272,1.269813,1.23001,1.069702,1.209985,1.212808,1.443962
665.8,1.407976,1.339206,1.274941,1.227574,1.07411,1.209117,1.212877,1.443886
666,1.408765,1.34061,1.271436,1.224571,1.0706,1.212101,1.214466,1.44317
666.2,1.4089,1.33637,1.267259,1.223498,1.067462,1.209373,1.21201,1.446812
666.4,1.408175,1.340229,1.266264,1.227932,1.069196,1.208173,1.21538,1.442623
666.6,1.409188,1.336972,1.268303,1.227878,1.07387,1.206523,1.216123,1.44609
666.8,1.408242,1.336668,1.270061,1.228274,1.067227,1.210357,1.215459,1.444705
667,1.413123,1.336479,1.272488,1.227964,1.069731,1.209113,1.215639,1.446116
667.2,1.41134,1.335219,1.271795,1.226934,1.072292,1.216082,1.219719,1.442662
667.4,1.411404,1.336902,1.278292,1.228646,1.069224,1.215752,1.218874,1.449911
667.6,1.413932,1.340213,1.274111,1.223917,1.06741,1.208859,1.212191,1.444651
667.8,1.408684,1.337559,1.270052,1.233269,1.07398,1.20614,1.216026,1.445701
668,1.412822,1.338509,1.278062,1.229451,1.06792,1.21506,1.217142,1.444326
668.2,1.412855,1.337248,1.274859,1.229686,1.071136,1.216344,1.21541,1.444889
668.4,1.411011,1.336576,1.274263,1.228776,1.068953,1.214075,1.21406,1.442908
668.6,1.411507,1.337629,1.275768,1.230316,1.067532,1.215955,1.216107,1.44373
668.8,1.413953,1.336531,1.281683,1.228518,1.067783,1.213309,1.221782,1.447185
669,1.409977,1.336956,1.275052,1.226227,1.068447,1.217044,1.218727,1.447063
669.2,1.414208,1.340174,1.276584,1.228628,1.069723,1.214558,1.219395,1.449552
669.4,1.41134,1.339877,1.278167,1.230203,1.073717,1.21464,1.219022,1.448509
669.6,1.417562,1.337868,1.277465,1.229514,1.070196,1.212726,1.219414,1.446591
669.8,1.415903,1.333191,1.279077,1.231442,1.070595,1.215352,1.22067,1.4463
670,1.412012,1.337699,1.279376,1.233273,1.068195,1.211793,1.223524,1.446995
670.2,1.415203,1.341082,1.278162,1.232667,1.070101,1.218254,1.219659,1.444518
670.4,1.416857,1.341513,1.275954,1.232056,1.07107,1.21736,1.22199,1.444122
670.6,1.415318,1.341003,1.276739,1.232948,1.070293,1.219563,1.225473,1.448625
670.8,1.418016,1.339096,1.283433,1.230409,1.071775,1.220529,1.219865,1.448164
671,1.413063,1.334751,1.275723,1.23136,1.072526,1.213168,1.22198,1.447599
671.2,1.413545,1.337146,1.280849,1.232603,1.068674,1.218908,1.22419,1.446863
671.4,1.415227,1.340405,1.282186,1.23153,1.072749,1.214783,1.220641,1.450341
671.6,1.416749,1.33814,1.278423,1.230911,1.070759,1.215562,1.222078,1.451955
671.8,1.421021,1.337139,1.283349,1.231521,1.074445,1.212281,1.226816,1.448177
672,1.416898,1.337905,1.281845,1.228319,1.072803,1.217759,1.218922,1.446834
672.2,1.415156,1.334118,1.28117,1.232776,1.067121,1.219979,1.222,1.450583
672.4,1.413234,1.34413,1.279733,1.231111,1.071635,1.21968,1.222108,1.44937
672.6,1.415349,1.340067,1.284848,1.2279,1.068243,1.216617,1.223208,1.44657
672.8,1.415913,1.335185,1.282579,1.233763,1.0736,1.217035,1.224047,1.450963
673,1.418394,1.339112,1.288915,1.233463,1.071591,1.216071,1.225701,1.449315
673.2,1.416888,1.340858,1.285873,1.233283,1.071138,1.217346,1.225663,1.450353
673.4,1.41629,1.333681,1.286767,1.232478,1.069486,1.216844,1.223188,1.449133
673.6,1.414096,1.339585,1.286571,1.228316,1.071109,1.215647,1.222924,1.450494
673.8,1.417543,1.337978,1.285314,1.229275,1.071365,1.221398,1.221972,1.448264
674,1.418704,1.336808,1.286713,1.228294,1.073563,1.217581,1.227576,1.448403
674.2,1.416589,1.337446,1.284389,1.236744,1.072247,1.219128,1.222922,1.449985
674.4,1.423014,1.337535,1.287138,1.236474,1.073443,1.219133,1.227723,1.452613
674.6,1.4152,1.335746,1.284105,1.231601,1.071982,1.217781,1.225203,1.449903
674.8,1.420424,1.340433,1.285558,1.230942,1.070974,1.220137,1.227899,1.448051
675,1.41707,1.336975,1.284448,1.233175,1.073898,1.221637,1.22883,1.447199
675.2,1.416063,1.337302,1.286497,1.232597,1.070931,1.219062,1.221046,1.449355
675.4,1.417464,1.337712,1.28747,1.233693,1.070201,1.220338,1.227529,1.451329
675.6,1.418043,1.334474,1.288246,1.235246,1.070096,1.215498,1.222543,1.450564
675.8,1.421164,1.338524,1.290722,1.23534,1.072909,1.220674,1.227715,1.453235
676,1.42019,1.335617,1.291433,1.231279,1.069904,1.218189,1.229491,1.452129
676.2,1.419422,1.336548,1.291352,1.233454,1.068245,1.221792,1.230771,1.452433
676.4,1.422816,1.336226,1.292156,1.236364,1.072312,1.223193,1.231575,1.455502
676.6,1.426801,1.338584,1.289935,1.23411,1.0682,1.225396,1.228171,1.449456
676.8,1.421703,1.337659,1.291484,1.236881,1.06972,1.219679,1.229008,1.446452
677,1.419678,1.33645,1.291384,1.235013,1.073759,1.221131,1.233656,1.448674
677.2,1.415808,1.339558,1.286697,1.234153,1.075289,1.224572,1.230311,1.448958
677.4,1.420107,1.337686,1.292341,1.231456,1.075345,1.22341,1.230093,1.4481
677.6,1.422448,1.33719,1.287687,1.2291,1.072704,1.223124,1.228131,1.447084
677.8,1.419862,1.339773,1.289469,1.233671,1.070421,1.220986,1.230025,1.447625
678,1.420447,1.340268,1.289092,1.237365,1.075527,1.226914,1.231026,1.449323
678.2,1.417058,1.337857,1.291288,1.2342,1.07119,1.222739,1.228686,1.448923
678.4,1.414833,1.337981,1.291133,1.230728,1.070626,1.223383,1.233014,1.453396
678.6,1.422639,1.338,1.289336,1.235482,1.073637,1.224349,1.22766,1.453873
678.8,1.421339,1.340842,1.298153,1.232869,1.07506,1.221301,1.22643,1.452626
679,1.416798,1.33236,1.297622,1.234121,1.071561,1.228086,1.23071,1.447194
679.2,1.420612,1.33821,1.294089,1.239087,1.072575,1.230042,1.226933,1.446361
679.4,1.417949,1.336393,1.294302,1.237038,1.072898,1.228087,1.228015,1.45079
679.6,1.421803,1.341136,1.290958,1.23864,1.074154,1.224418,1.228298,1.449785
679.8,1.415965,1.340457,1.296369,1.233292,1.077865,1.222474,1.234452,1.451328
680,1.423003,1.337809,1.295775,1.239459,1.070285,1.224989,1.228862,1.452196
680.2,1.42045,1.340629,1.300525,1.235624,1.07606,1.221315,1.234035,1.45372
680.4,1.418788,1.334767,1.293582,1.232437,1.073408,1.220118,1.234099,1.448446
680.6,1.41429,1.335427,1.298421,1.23614,1.073064,1.224,1.233307,1.452315
680.8,1.415207,1.338409,1.300366,1.234953,1.072057,1.223927,1.230543,1.449018
681,1.418566,1.335669,1.292525,1.23437,1.073024,1.219917,1.228976,1.449696
681.2,1.421784,1.338366,1.296798,1.23767,1.069366,1.225461,1.229661,1.454187
681.4,1.41912,1.335386,1.29546,1.232781,1.071882,1.225583,1.234585,1.449859
681.6,1.421483,1.335165,1.298535,1.235973,1.073409,1.232803,1.234693,1.449812
681.8,1.414171,1.337421,1.296988,1.234196,1.069927,1.229717,1.234266,1.451586
682,1.424946,1.338851,1.294088,1.230977,1.07498,1.229473,1.234574,1.451733
682.2,1.42179,1.337395,1.297122,1.232364,1.07047,1.228024,1.23067,1.453662
682.4,1.418357,1.334815,1.295607,1.234074,1.071652,1.22586,1.232709,1.449084
682.6,1.421564,1.342442,1.296741,1.237017,1.071733,1.223851,1.231791,1.453437
682.8,1.415501,1.33737,1.297204,1.237894,1.072867,1.229975,1.237432,1.449811
683,1.420801,1.337701,1.300543,1.237286,1.073652,1.228981,1.232169,1.45038
683.2,1.41955,1.339519,1.293918,1.23603,1.069006,1.224523,1.237211,1.454717
683.4,1.420426,1.339884,1.300513,1.237504,1.073147,1.22582,1.234038,1.452716
683.6,1.417269,1.338019,1.302404,1.240169,1.074308,1.224583,1.23186,1.45037
683.8,1.419803,1.343004,1.302922,1.240063,1.072194,1.220322,1.233227,1.451051
684,1.421159,1.345391,1.295543,1.23317,1.070264,1.22909,1.232266,1.453981
684.2,1.423278,1.340304,1.302549,1.236951,1.072855,1.222899,1.233152,1.451971
684.4,1.419789,1.338654,1.299174,1.23664,1.073443,1.226423,1.232462,1.455299
684.6,1.425344,1.339571,1.301346,1.230103,1.077226,1.225493,1.234299,1.454984
684.8,1.423189,1.334923,1.300711,1.238877,1.076669,1.227099,1.234396,1.455324
685,1.421194,1.338125,1.297703,1.239505,1.074005,1.225865,1.231134,1.450175
685.2,1.422084,1.342768,1.304027,1.237357,1.071785,1.229867,1.235101,1.450871
685.4,1.417253,1.337849,1.303394,1.233088,1.071966,1.230528,1.237067,1.451255
685.6,1.423395,1.333228,1.302622,1.233772,1.07394,1.225013,1.237456,1.450617
685.8,1.419823,1.333808,1.299781,1.233783,1.07493,1.230219,1.235062,1.448169
686,1.423574,1.336856,1.298352,1.241333,1.073597,1.229097,1.235,1.451644
686.2,1.423952,1.339572,1.299966,1.23778,1.070939,1.227783,1.237246,1.455002
686.4,1.421363,1.336045,1.304985,1.235703,1.070836,1.229695,1.235885,1.45448
686.6,1.422742,1.336803,1.304337,1.236448,1.069259,1.230383,1.233646,1.451718
686.8,1.420425,1.339442,1.307356,1.237145,1.076614,1.228129,1.236663,1.449739
687,1.421087,1.333187,1.30536,1.239967,1.075423,1.228803,1.235739,1.450179
687.2,1.423079,1.337679,1.299472,1.238248,1.066955,1.232049,1.238231,1.454218
687.4,1.417404,1.339719,1.301999,1.237133,1.071885,1.225673,1.239832,1.452614
687.6,1.422639,1.335327,1.305092,1.239146,1.070214,1.230095,1.234845,1.449744
687.8,1.422411,1.33694,1.304173,1.239572,1.070784,1.22909,1.237342,1.450584
688,1.42142,1.345393,1.302415,1.236232,1.072787,1.226673,1.237573,1.450681
688.2,1.420995,1.340631,1.303751,1.239418,1.074232,1.227794,1.238139,1.454291
688.4,1.423592,1.336128,1.307687,1.238274,1.073537,1.232074,1.234503,1.45281
688.6,1.423401,1.334861,1.308768,1.240994,1.072773,1.231641,1.237003,1.451496
688.8,1.41929,1.334136,1.304477,1.238478,1.075387,1.226469,1.23519,1.449245
689,1.42286,1.33915,1.305384,1.237565,1.075691,1.22492,1.237058,1.453993
689.2,1.423643,1.33881,1.310582,1.238063,1.074117,1.232394,1.235062,1.453434
689.4,1.421306,1.334722,1.30463,1.238732,1.075028,1.226358,1.234904,1.453324
689.6,1.42121,1.337964,1.303347,1.238867,1.077643,1.225855,1.238956,1.451333
689.8,1.420799,1.336296,1.306714,1.23461,1.069982,1.225376,1.239921,1.454257
690,1.417759,1.341751,1.30488,1.232324,1.073324,1.232447,1.237716,1.453651
690.2,1.423343,1.341126,1.305452,1.236368,1.072959,1.228484,1.236779,1.453489
690.4,1.418876,1.342521,1.31027,1.239393,1.069582,1.228358,1.242592,1.448993
690.6,1.425213,1.337448,1.306629,1.239591,1.072069,1.227715,1.238237,1.450064
690.8,1.424898,1.337916,1.30965,1.237317,1.071669,1.232295,1.237756,1.445609
691,1.420806,1.335995,1.307443,1.234844,1.072223,1.226102,1.240928,1.454783
691.2,1.421794,1.337511,1.308377,1.233749,1.075827,1.230215,1.233068,1.456109
691.4,1.42124,1.336962,1.310572,1.245143,1.076194,1.22588,1.237493,1.453087
691.6,1.422016,1.3367,1.307903,1.239806,1.074619,1.230168,1.237917,1.450864
691.8,1.417317,1.339762,1.30653,1.238323,1.072501,1.230322,1.241589,1.45086
692,1.422284,1.337398,1.305771,1.243592,1.07222,1.234138,1.239935,1.449724
692.21,1.420099,1.339294,1.306541,1.239967,1.07246,1.232729,1.237667,1.455902
692.4,1.424331,1.338125,1.307435,1.237451,1.075167,1.227797,1.241643,1.449416
692.6,1.42039,1.3407,1.303797,1.236119,1.071344,1.230258,1.235548,1.457584
692.8,1.420152,1.336811,1.310854,1.235435,1.072458,1.227027,1.232886,1.450683
693,1.417718,1.335244,1.311672,1.235952,1.076185,1.232077,1.240334,1.452109
693.2,1.419292,1.337542,1.30775,1.239219,1.073015,1.229214,1.23569,1.455048
693.4,1.424299,1.336446,1.308842,1.237794,1.073205,1.22936,1.237734,1.448142
693.6,1.419338,1.33476,1.304223,1.241584,1.076785,1.228692,1.235798,1.454779
693.8,1.425316,1.336322,1.308855,1.241861,1.071307,1.229142,1.241343,1.447139
694,1.423011,1.333535,1.313602,1.2388,1.074704,1.231428,1.240371,1.448285
694.2,1.419352,1.333969,1.311093,1.238194,1.073686,1.231466,1.236579,1.451825
694.4,1.417876,1.339179,1.313444,1.233543,1.072972,1.229497,1.241617,1.452518
694.6,1.422526,1.337172,1.311996,1.240262,1.073692,1.231166,1.235373,1.451337
694.8,1.423934,1.337819,1.312137,1.239285,1.07368,1.232946,1.23855,1.454277
695,1.422855,1.339285,1.313279,1.239192,1.072139,1.230328,1.236811,1.45283
695.2,1.425185,1.342107,1.312943,1.237946,1.074252,1.230958,1.239727,1.451869
695.4,1.422255,1.333903,1.313574,1.236986,1.078356,1.229499,1.24182,1.458197
695.6,1.42185,1.335922,1.311538,1.240701,1.072068,1.234971,1.238314,1.450757
695.8,1.418771,1.335793,1.309609,1.240055,1.074306,1.226931,1.236436,1.452988
696,1.421383,1.335278,1.316197,1.237798,1.07505,1.230809,1.239427,1.455077
696.2,1.422483,1.338924,1.314876,1.239438,1.073188,1.232832,1.238112,1.454987
696.4,1.422465,1.33514,1.309966,1.23718,1.069754,1.23014,1.236423,1.454316
696.6,1.421512,1.337306,1.313154,1.237016,1.075623,1.234011,1.241356,1.454224
696.8,1.422928,1.339505,1.316925,1.237209,1.073815,1.228715,1.244904,1.452483
697,1.423965,1.338744,1.313323,1.236579,1.073944,1.229131,1.234734,1.453442
697.2,1.422653,1.336829,1.312017,1.238674,1.07197,1.227387,1.239808,1.450507
697.4,1.419945,1.334706,1.317882,1.240701,1.074464,1.229443,1.237046,1.453959
697.6,1.427127,1.332858,1.312361,1.239452,1.07255,1.229318,1.239538,1.452914
697.8,1.423293,1.338431,1.314343,1.235564,1.077571,1.233338,1.242963,1.449578
698,1.421721,1.335963,1.316183,1.235994,1.071824,1.230413,1.249228,1.451245
698.2,1.423188,1.337275,1.316643,1.238139,1.070947,1.235095,1.241197,1.45338
698.4,1.420041,1.336558,1.31655,1.242059,1.074395,1.230527,1.240993,1.45223
698.6,1.421027,1.337469,1.316822,1.240398,1.072071,1.231714,1.24202,1.449731
698.8,1.416461,1.340046,1.313848,1.242204,1.072556,1.231859,1.242262,1.448674
699,1.42044,1.338086,1.313969,1.244607,1.072432,1.232262,1.242494,1.452383
699.2,1.417625,1.333578,1.316532,1.24062,1.075519,1.231206,1.240256,1.452929
699.4,1.421461,1.339942,1.315125,1.240552,1.074369,1.231508,1.24112,1.449043
699.6,1.422886,1.341889,1.315019,1.240747,1.076843,1.229592,1.240543,1.452291
699.8,1.420698,1.339955,1.315428,1.236541,1.074939,1.236577,1.237631,1.450343
700,1.423094,1.341881,1.313393,1.234393,1.073039,1.22561,1.23989,1.450912
700.2,1.422593,1.338841,1.309167,1.235563,1.076137,1.22998,1.23876,1.452878
700.4,1.422854,1.332898,1.315382,1.240417,1.075472,1.22865,1.236475,1.452433
700.6,1.419655,1.336919,1.317697,1.237027,1.074422,1.231565,1.242925,1.453122
700.8,1.421931,1.33657,1.315393,1.236788,1.070223,1.231964,1.241422,1.452955
701,1.423771,1.337385,1.321449,1.240872,1.073144,1.232625,1.243689,1.452507
701.2,1.421657,1.33482,1.317833,1.235897,1.071221,1.233042,1.242963,1.451563
701.4,1.424413,1.343102,1.313374,1.238641,1.075668,1.232565,1.241937,1.45135
701.6,1.423239,1.338134,1.318157,1.240185,1.068878,1.233343,1.242782,1.449269
