time (s),DL Filtering Design 1,DL Filtering Design 2,DL Filtering Design 3,DL Filtering Design 4,DL Filtering Design 5,DL Filtering Design 6,DL Filtering Design 7,ProteinMPNN Design 1
1163.4,1.407563,1.325079,1.332379,1.237224,1.075715,1.228032,1.236227,1.44918
1163.6,1.403518,1.326274,1.329449,1.236367,1.072091,1.229771,1.237872,1.445074
1163.8,1.407654,1.326012,1.327644,1.237901,1.075515,1.230659,1.236436,1.447938
1164,1.404898,1.323956,1.327966,1.240914,1.076718,1.227645,1.236845,1.44823
1164.2,1.406211,1.32499,1.329641,1.239249,1.077276,1.232772,1.236508,1.447317
1164.4,1.403047,1.326841,1.328585,1.24198,1.07579,1.227536,1.235514,1.448264
1164.6,1.409505,1.321629,1.325821,1.238015,1.076746,1.22827,1.234076,1.445938
1164.8,1.40732,1.321989,1.333144,1.238983,1.077352,1.230722,1.236881,1.447924
1165,1.40428,1.322827,1.323548,1.237247,1.080036,1.234175,1.23116,1.446925
1165.2,1.405405,1.322387,1.324929,1.240905,1.075908,1.230638,1.238433,1.447997
1165.4,1.407861,1.324897,1.326087,1.239632,1.073219,1.228506,1.237688,1.444972
1165.6,1.409171,1.327708,1.326037,1.239783,1.078411,1.227507,1.235465,1.447191
1165.8,1.411489,1.32264,1.321481,1.235993,1.078506,1.22644,1.24033,1.448347
1166,1.409635,1.320501,1.327977,1.23598,1.075574,1.228332,1.238753,1.450602
1166.2,1.405975,1.325142,1.327057,1.237266,1.078015,1.22428,1.236659,1.448781
1166.4,1.408308,1.328223,1.328745,1.238084,1.074913,1.225381,1.238915,1.44667
1166.6,1.40489,1.325235,1.323939,1.245189,1.072653,1.229785,1.237698,1.451037
1166.8,1.407442,1.322421,1.321702,1.238701,1.075438,1.226475,1.242199,1.451229
1167,1.403154,1.324457,1.329109,1.239256,1.073962,1.226789,1.238957,1.446702
1167.2,1.402676,1.325,1.325224,1.238182,1.070587,1.228923,1.241907,1.447123
1167.4,1.405537,1.320205,1.329796,1.238923,1.077545,1.227142,1.23744,1.44686
1167.6,1.4083,1.32399,1.32575,1.237492,1.076061,1.229019,1.235305,1.445531
1167.8,1.407965,1.323421,1.328592,1.236207,1.073535,1.228282,1.240425,1.449083
1168,1.408985,1.320859,1.325603,1.241434,1.081504,1.230518,1.239952,1.449174
1168.2,1.40472,1.321939,1.32302,1.2427,1.076158,1.229224,1.239052,1.44742
1168.4,1.410625,1.327543,1.327786,1.24143,1.076351,1.225546,1.235741,1.44767
1168.6,1.4064,1.32135,1.330669,1.239805,1.074575,1.224653,1.239334,1.449486
1168.8,1.407364,1.319337,1.327742,1.242242,1.076816,1.228684,1.235212,1.44587
1169,1.414049,1.32035,1.32664,1.235849,1.074414,1.22823,1.237832,1.445324
1169.2,1.405206,1.322362,1.322789,1.236353,1.077,1.229694,1.238576,1.448346
1169.4,1.405341,1.323236,1.32632,1.240886,1.075351,1.23038,1.244149,1.446816
1169.6,1.404646,1.322472,1.327335,1.242086,1.075524,1.228941,1.241639,1.443459
1169.8,1.402823,1.320519,1.331462,1.237981,1.077275,1.228156,1.235354,1.449591
1170,1.405933,1.322824,1.330376,1.241071,1.076023,1.223748,1.240621,1.448885
1170.2,1.406015,1.326906,1.320147,1.238195,1.074229,1.224492,1.242817,1.447012
1170.4,1.408392,1.323684,1.328633,1.236473,1.076692,1.230492,1.239156,1.44491
1170.6,1.405984,1.323183,1.318983,1.236494,1.075687,1.227928,1.239719,1.450935
1170.8,1.402594,1.318772,1.327312,1.236904,1.075502,1.22671,1.237703,1.444025
1171,1.405262,1.328951,1.325886,1.236753,1.072649,1.229047,1.237502,1.450428
1171.2,1.409356,1.322787,1.328556,1.240018,1.075748,1.234464,1.238369,1.446813
1171.4,1.406196,1.322436,1.322836,1.239169,1.078481,1.225505,1.239861,1.445542
1171.6,1.403755,1.323557,1.327995,1.238715,1.076118,1.224641,1.239593,1.450453
1171.8,1.409563,1.325002,1.32197,1.238096,1.079187,1.228746,1.24155,1.447935
1172,1.40995,1.323875,1.328429,1.239419,1.076205,1.228065,1.234962,1.448954
1172.2,1.408668,1.318354,1.325479,1.240219,1.07239,1.232945,1.237593,1.446015
1172.4,1.406446,1.321205,1.325686,1.239712,1.071561,1.226074,1.23568,1.444434
1172.6,1.408652,1.32561,1.331402,1.240357,1.07651,1.227653,1.237209,1.450934
1172.8,1.411279,1.32662,1.331435,1.23729,1.07557,1.228101,1.238975,1.445854
1173,1.405555,1.318996,1.329498,1.241048,1.077992,1.233359,1.234212,1.450669
1173.2,1.405166,1.324519,1.33169,1.238114,1.077341,1.223362,1.236308,1.449992
1173.4,1.405731,1.324029,1.327428,1.23898,1.076047,1.223506,1.238084,1.447435
1173.6,1.399194,1.316086,1.324021,1.240296,1.071279,1.224699,1.237576,1.446261
1173.8,1.407254,1.319273,1.323594,1.24081,1.076417,1.222928,1.235121,1.449548
1174,1.403394,1.321531,1.32738,1.235362,1.07554,1.225775,1.235373,1.446741
1174.2,1.403931,1.32369,1.324427,1.239486,1.073783,1.227815,1.234859,1.445652
1174.4,1.408928,1.322815,1.326291,1.239239,1.076666,1.227629,1.234727,1.447281
1174.6,1.40527,1.322919,1.323475,1.243504,1.079474,1.226691,1.238347,1.444594
1174.8,1.406427,1.318112,1.324981,1.235923,1.077782,1.229514,1.233028,1.448504
1175,1.408991,1.324589,1.325539,1.241454,1.074848,1.230155,1.238199,1.445001
1175.2,1.406131,1.324524,1.325213,1.235055,1.077747,1.223094,1.236671,1.4439
1175.4,1.408009,1.319703,1.324887,1.242575,1.078638,1.224073,1.2422,1.449262
1175.6,1.406917,1.321253,1.323813,1.237314,1.077163,1.227278,1.238668,1.443458
1175.8,1.40646,1.327044,1.326289,1.233462,1.071391,1.229614,1.23233,1.450755
1176,1.405489,1.320625,1.328836,1.23846,1.077014,1.224123,1.236925,1.452264
1176.2,1.403414,1.323873,1.323759,1.240253,1.078631,1.226472,1.239865,1.445379
1176.4,1.405333,1.32343,1.329451,1.24026,1.073505,1.228698,1.238465,1.449697
1176.6,1.405385,1.32427,1.326542,1.239518,1.074414,1.22819,1.237605,1.445509
1176.8,1.408651,1.323331,1.32397,1.240105,1.07554,1.226711,1.236855,1.446882
1177,1.408035,1.322029,1.325995,1.237093,1.077393,1.226613,1.238323,1.446577
1177.2,1.406417,1.323648,1.330509,1.237517,1.079693,1.230255,1.23918,1.448422
1177.4,1.405863,1.321872,1.327668,1.240731,1.075819,1.229419,1.238947,1.449422
1177.6,1.40622,1.320775,1.32363,1.238954,1.077059,1.226969,1.236803,1.443175
1177.8,1.411019,1.322021,1.332261,1.232597,1.073564,1.22911,1.239168,1.446285
1178,1.40523,1.323634,1.325727,1.238682,1.073859,1.230671,1.236257,1.447288
1178.2,1.405661,1.322894,1.326464,1.241627,1.073741,1.226567,1.238969,1.449017
1178.4,1.403226,1.323395,1.327786,1.237532,1.072459,1.227381,1.236816,1.445091
1178.6,1.40583,1.321388,1.328929,1.237231,1.076566,1.223728,1.241479,1.44599
1178.8,1.406002,1.325788,1.323226,1.239712,1.072408,1.223328,1.236949,1.444691
1179,1.403481,1.319508,1.322939,1.239258,1.078476,1.228387,1.23859,1.445426
1179.2,1.404764,1.32404,1.325348,1.239036,1.076374,1.225593,1.23893,1.448016
1179.4,1.402998,1.319453,1.325297,1.235093,1.076962,1.224853,1.23498,1.447849
1179.6,1.409413,1.321042,1.323782,1.237824,1.076325,1.221568,1.238627,1.448504
1179.8,1.407519,1.317884,1.32691,1.236309,1.074889,1.228416,1.240147,1.444346
1180,1.406003,1.32256,1.328013,1.23852,1.076009,1.227238,1.241645,1.446379
1180.2,1.407305,1.318454,1.330991,1.237179,1.071314,1.225531,1.242508,1.445815
1180.4,1.407513,1.325549,1.327315,1.240602,1.076313,1.223257,1.241259,1.448027
1180.6,1.402162,1.325724,1.330521,1.238985,1.076138,1.226307,1.241943,1.443153
1180.8,1.409482,1.322483,1.325621,1.240083,1.075202,1.23275,1.234969,1.451458
1181,1.405804,1.31903,1.321038,1.240572,1.074689,1.226215,1.236182,1.444509
1181.2,1.404245,1.32118,1.329887,1.237258,1.078118,1.227989,1.233416,1.448566
1181.4,1.409472,1.323644,1.325224,1.237036,1.080046,1.228048,1.239592,1.448788
1181.6,1.404856,1.324672,1.323477,1.239622,1.072323,1.227845,1.239088,1.450578
1181.8,1.407966,1.320146,1.325522,1.235502,1.078268,1.229272,1.236804,1.447984
1182,1.405126,1.320133,1.326507,1.236495,1.071835,1.227037,1.239618,1.448035
1182.2,1.405723,1.323037,1.331775,1.236866,1.073352,1.231001,1.236661,1.448558
1182.4,1.406227,1.326554,1.326674,1.237206,1.075531,1.22792,1.239987,1.443367
1182.6,1.406048,1.32658,1.330454,1.240402,1.074568,1.229906,1.240195,1.449308
1182.8,1.407447,1.325796,1.330302,1.236962,1.077414,1.233764,1.235897,1.447085
1183,1.401356,1.325789,1.32709,1.239576,1.07559,1.22569,1.236443,1.445539
1183.2,1.40662,1.324361,1.326028,1.23666,1.073537,1.227301,1.238208,1.448072
1183.4,1.40399,1.321774,1.328743,1.2418,1.077381,1.225694,1.239479,1.443628
1183.6,1.404575,1.32575,1.32676,1.236887,1.07456,1.228089,1.235484,1.446377
1183.8,1.407571,1.323304,1.33097,1.237631,1.077459,1.223141,1.23096,1.447206
1184,1.407598,1.326179,1.327315,1.239299,1.07543,1.221763,1.237769,1.445582
1184.2,1.403946,1.321131,1.329696,1.236999,1.076065,1.228512,1.234936,1.445722
1184.4,1.406865,1.321102,1.326476,1.236767,1.070595,1.231778,1.239056,1.446122
1184.6,1.409639,1.320917,1.32722,1.238787,1.073802,1.231556,1.237767,1.45024
1184.8,1.403821,1.325599,1.327592,1.239542,1.077171,1.231136,1.238878,1.447847
1185,1.407928,1.323783,1.326933,1.238525,1.078329,1.227488,1.237326,1.44384
1185.2,1.406966,1.319427,1.324559,1.24394,1.078479,1.229678,1.236943,1.446794
1185.4,1.406884,1.329769,1.328722,1.243295,1.072493,1.228964,1.239628,1.44713
1185.6,1.406096,1.3229,1.327489,1.241713,1.076589,1.227868,1.237095,1.445665
1185.8,1.410537,1.323117,1.326232,1.242586,1.076307,1.231598,1.236584,1.44422
1186,1.410038,1.321788,1.320685,1.236934,1.081171,1.22793,1.237646,1.446993
1186.2,1.408075,1.321582,1.330663,1.235576,1.075956,1.228376,1.239109,1.449182
1186.4,1.405336,1.321759,1.323927,1.240743,1.073924,1.229789,1.233542,1.446407
1186.6,1.404511,1.324273,1.32873,1.238515,1.072069,1.226389,1.23848,1.444933
1186.8,1.405522,1.327898,1.331956,1.23844,1.0737,1.226542,1.232289,1.448041
1187,1.406625,1.322251,1.325074,1.237067,1.075587,1.22743,1.234617,1.445955
1187.2,1.404439,1.327187,1.329769,1.239872,1.075842,1.225327,1.236187,1.448573
1187.4,1.405884,1.324753,1.327494,1.237816,1.076175,1.226923,1.236829,1.444534
1187.6,1.406228,1.325548,1.328189,1.241216,1.076402,1.230556,1.240849,1.45023
1187.8,1.409283,1.321802,1.330304,1.239201,1.071279,1.223481,1.23333,1.448712
1188,1.404559,1.327852,1.321894,1.239159,1.076691,1.226401,1.239352,1.449678
1188.2,1.407471,1.324856,1.330679,1.241633,1.075709,1.226611,1.236621,1.451904
1188.4,1.409644,1.326489,1.327627,1.24195,1.078838,1.222762,1.236064,1.445489
1188.6,1.402974,1.326322,1.327919,1.239057,1.075001,1.226201,1.239013,1.448293
1188.8,1.40463,1.326183,1.321993,1.23894,1.07842,1.223113,1.236451,1.449978
1189,1.410293,1.323878,1.329507,1.236855,1.072542,1.231532,1.238561,1.448677
1189.2,1.407175,1.327712,1.327996,1.236863,1.073122,1.23092,1.241762,1.444992
1189.4,1.410082,1.320795,1.324514,1.239817,1.073462,1.224123,1.235437,1.446955
1189.6,1.408334,1.325285,1.329397,1.240043,1.07629,1.228788,1.237146,1.443904
1189.8,1.408503,1.32478,1.328129,1.241322,1.079979,1.229594,1.241068,1.445015
1190,1.408579,1.324766,1.325397,1.235353,1.07455,1.228006,1.239143,1.446314
1190.2,1.405519,1.325173,1.329243,1.240312,1.070653,1.229304,1.237742,1.447384
1190.4,1.408133,1.322132,1.327096,1.237909,1.076005,1.228743,1.236877,1.45118
1190.6,1.40551,1.320116,1.327278,1.239486,1.075569,1.225896,1.238706,1.44663
1190.8,1.401542,1.323867,1.327843,1.236957,1.075616,1.2274,1.240748,1.447673
1191,1.406121,1.321282,1.32911,1.237948,1.072908,1.228984,1.24003,1.451224
1191.2,1.401347,1.322666,1.325545,1.2364,1.077948,1.226056,1.233223,1.446405
1191.4,1.408545,1.323331,1.327239,1.236718,1.079592,1.230075,1.239541,1.447755
1191.6,1.410945,1.323085,1.325832,1.241829,1.074688,1.233992,1.240666,1.446497
1191.8,1.403548,1.321869,1.321316,1.241308,1.075182,1.23149,1.238439,1.444876
1192,1.405299,1.326421,1.32915,1.240853,1.074415,1.230095,1.233678,1.446329
1192.2,1.405019,1.325052,1.32966,1.241214,1.076459,1.232801,1.240521,1.447677
1192.4,1.403734,1.324285,1.325941,1.239427,1.077911,1.230403,1.232627,1.443174
1192.6,1.403565,1.32407,1.32605,1.237762,1.07741,1.232695,1.238486,1.44925
1192.8,1.408751,1.322217,1.330038,1.240425,1.077481,1.227684,1.237889,1.448531
1193,1.408462,1.322333,1.323739,1.240973,1.07871,1.228243,1.243213,1.448716
1193.2,1.407188,1.32236,1.328001,1.238301,1.074533,1.228335,1.235925,1.448099
1193.4,1.405373,1.325294,1.326242,1.238097,1.075104,1.231636,1.238098,1.447067
1193.6,1.407901,1.32455,1.325101,1.242177,1.074887,1.230497,1.237944,1.445801
1193.8,1.401384,1.326825,1.325707,1.238432,1.077,1.229886,1.242444,1.444934
1194,1.409113,1.322523,1.326886,1.239643,1.076455,1.228423,1.239989,1.449631
1194.2,1.406814,1.327961,1.332329,1.239455,1.075775,1.228954,1.237862,1.446478
1194.4,1.405377,1.322312,1.327987,1.240639,1.075744,1.230749,1.231888,1.450138
1194.6,1.403616,1.325613,1.327531,1.245388,1.074874,1.231276,1.239285,1.448032
1194.8,1.406195,1.322173,1.327332,1.238685,1.078602,1.227676,1.237971,1.447482
1195,1.406358,1.325425,1.326328,1.242522,1.078858,1.225367,1.240945,1.45085
1195.2,1.404323,1.324355,1.32873,1.238736,1.075684,1.228448,1.237375,1.448809
1195.4,1.407933,1.32718,1.326402,1.23696,1.079238,1.225143,1.238299,1.446763
1195.6,1.407306,1.322763,1.325408,1.242749,1.073547,1.22898,1.231857,1.451524
1195.8,1.408844,1.323896,1.327475,1.241318,1.073896,1.231027,1.23988,1.444738
1196,1.411363,1.325183,1.327567,1.237942,1.077131,1.225675,1.238025,1.443499
1196.2,1.405419,1.323253,1.325224,1.244343,1.073246,1.230924,1.236976,1.45077
1196.4,1.410045,1.318951,1.327987,1.236333,1.074016,1.229525,1.239818,1.444981
1196.6,1.403701,1.326759,1.325314,1.242423,1.079654,1.227809,1.238855,1.444991
1196.8,1.407101,1.323475,1.328731,1.237759,1.075802,1.227047,1.237499,1.44973
1197,1.40502,1.323606,1.325271,1.241417,1.07452,1.226443,1.237742,1.44744
1197.2,1.408537,1.31898,1.329555,1.237005,1.078469,1.227675,1.235138,1.444766
1197.4,1.401629,1.323224,1.328796,1.237082,1.073784,1.232435,1.237721,1.44748
1197.6,1.405038,1.320006,1.332444,1.239549,1.073572,1.229984,1.236896,1.442121
1197.8,1.40742,1.327173,1.328765,1.242075,1.072544,1.22685,1.232441,1.450243
1198,1.401608,1.321431,1.331781,1.240313,1.077729,1.226544,1.23493,1.447385
1198.2,1.410281,1.325541,1.328362,1.236273,1.072111,1.228513,1.240842,1.448045
1198.4,1.410344,1.325445,1.329311,1.23733,1.074712,1.228583,1.239935,1.451693
1198.6,1.408352,1.322932,1.326281,1.24517,1.077886,1.230547,1.236707,1.444591
1198.8,1.404828,1.320189,1.32492,1.235779,1.077625,1.228827,1.234217,1.445603
1199,1.402573,1.325466,1.325393,1.235587,1.077764,1.227182,1.240183,1.446804
1199.2,1.405186,1.319986,1.326722,1.24273,1.077468,1.229974,1.23744,1.446796
1199.4,1.40152,1.323214,1.330804,1.23799,1.074974,1.228764,1.237147,1.448786
1199.6,1.404235,1.324692,1.327528,1.236516,1.076213,1.22595,1.242263,1.44646
1199.8,1.410748,1.320593,1.326732,1.239676,1.07495,1.2252,1.234275,1.447604
1200,1.409655,1.324746,1.327781,1.240138,1.078344,1.226977,1.237278,1.445216
1200.2,1.408123,1.326569,1.323329,1.242505,1.073392,1.229268,1.238107,1.447325
1200.4,1.406675,1.321669,1.328192,1.237899,1.072169,1.227805,1.239264,1.44657
1200.6,1.412551,1.323714,1.329378,1.239895,1.076441,1.226702,1.238097,1.449028
1200.8,1.407264,1.323719,1.324937,1.237777,1.075039,1.22499,1.236766,1.449781
1201,1.402635,1.323086,1.326647,1.233735,1.079826,1.228751,1.238068,1.448138
1201.2,1.406253,1.321724,1.329959,1.241737,1.077362,1.230152,1.241478,1.447971
1201.4,1.402965,1.319351,1.328972,1.240042,1.075135,1.230004,1.239118,1.448933
1201.6,1.402852,1.321993,1.327554,1.234857,1.076978,1.227912,1.23757,1.442632
1201.8,1.411,1.325852,1.324096,1.240618,1.073321,1.229215,1.237494,1.443976
1202,1.404811,1.326929,1.326305,1.241436,1.074188,1.228556,1.234309,1.44982
1202.2,1.40869,1.321807,1.325418,1.241522,1.075852,1.229894,1.240373,1.448854
1202.4,1.410275,1.320435,1.331684,1.236803,1.078158,1.229644,1.239685,1.45064
1202.6,1.402966,1.323396,1.330886,1.238401,1.075555,1.230489,1.240295,1.441227
1202.8,1.40833,1.327309,1.324298,1.241487,1.077946,1.227222,1.235988,1.450433
1203,1.410757,1.319737,1.327728,1.242802,1.076945,1.226498,1.239434,1.449003
1203.2,1.409655,1.32307,1.329089,1.240356,1.075146,1.227584,1.236319,1.448603
1203.4,1.400761,1.322093,1.325225,1.238766,1.076196,1.230937,1.234009,1.44743
1203.6,1.407819,1.324438,1.325545,1.23945,1.078303,1.223891,1.237761,1.447356
1203.8,1.405242,1.323527,1.326038,1.238962,1.075167,1.231359,1.235335,1.445272
1204,1.403295,1.32494,1.326672,1.241095,1.074945,1.224436,1.234064,1.448624
1204.2,1.405258,1.321137,1.324693,1.24369,1.073057,1.231241,1.240981,1.446509
1204.4,1.409633,1.319488,1.325877,1.239854,1.073215,1.231495,1.239601,1.450183
1204.6,1.403584,1.326129,1.324735,1.239643,1.080291,1.227061,1.237376,1.447271
1204.8,1.406528,1.32204,1.323146,1.239217,1.07586,1.227162,1.241478,1.450464
1205,1.404802,1.326031,1.328256,1.240917,1.074218,1.23297,1.240859,1.447675
1205.2,1.403032,1.323262,1.326871,1.242248,1.074986,1.2224,1.236766,1.451523
1205.4,1.403734,1.323674,1.327633,1.240708,1.075669,1.227443,1.242716,1.448578
1205.6,1.406107,1.325213,1.328848,1.239611,1.078602,1.232328,1.239503,1.449821
1205.8,1.402659,1.32561,1.324672,1.238205,1.080572,1.229391,1.242183,1.44596
1206,1.407169,1.324838,1.327902,1.240957,1.076146,1.226416,1.235941,1.442803
1206.2,1.404779,1.327479,1.326838,1.241041,1.074862,1.226416,1.240236,1.447379
1206.4,1.410557,1.32637,1.326469,1.243867,1.074069,1.226325,1.242315,1.446999
1206.6,1.407812,1.320875,1.32425,1.239219,1.074908,1.228411,1.234237,1.451177
1206.8,1.407073,1.325679,1.326733,1.238358,1.075662,1.228052,1.240502,1.44857
1207,1.408023,1.323952,1.330862,1.239711,1.075307,1.230002,1.240362,1.445403
1207.2,1.40418,1.324606,1.326472,1.239486,1.073291,1.228713,1.240978,1.449194
1207.4,1.410408,1.324301,1.333199,1.241708,1.075744,1.229041,1.241928,1.449016
1207.6,1.409241,1.320347,1.326995,1.235648,1.075144,1.230088,1.241715,1.44699
1207.8,1.408755,1.324276,1.327932,1.241231,1.079467,1.232664,1.240204,1.451003
1208,1.399333,1.325141,1.327069,1.243484,1.071447,1.230418,1.240053,1.447602
1208.2,1.404661,1.325443,1.326058,1.238234,1.075697,1.229019,1.237637,1.449974
1208.4,1.40802,1.327114,1.329124,1.242101,1.073427,1.2284,1.238826,1.450729
1208.6,1.406268,1.325142,1.326469,1.23914,1.072087,1.229196,1.237713,1.446384
1208.8,1.40972,1.323078,1.324264,1.242266,1.076764,1.23076,1.234441,1.443991
1209,1.405986,1.328974,1.326571,1.242127,1.077991,1.229108,1.238526,1.445682
1209.2,1.403055,1.323967,1.331546,1.241032,1.07703,1.22756,1.240085,1.447726
1209.4,1.409171,1.326413,1.331457,1.238484,1.073554,1.227313,1.239325,1.449953
1209.6,1.40824,1.325212,1.326815,1.23942,1.07487,1.228143,1.24007,1.446337
1209.8,1.403051,1.325523,1.324619,1.24233,1.07369,1.231951,1.241957,1.449945
1210,1.408477,1.32366,1.327278,1.239679,1.075053,1.228151,1.238091,1.44342
1210.2,1.40545,1.322772,1.329752,1.238532,1.072502,1.226274,1.237924,1.451198
1210.4,1.402158,1.325127,1.32863,1.243082,1.074072,1.229817,1.240192,1.44813
1210.6,1.404948,1.322309,1.322551,1.238774,1.077037,1.227675,1.236489,1.445445
1210.8,1.40582,1.324971,1.326015,1.242571,1.075327,1.227415,1.243439,1.449542
1211,1.405202,1.324602,1.330022,1.237854,1.073352,1.225474,1.236604,1.449582
1211.2,1.409312,1.32467,1.323235,1.241191,1.072545,1.227704,1.237549,1.448697
1211.4,1.407534,1.325764,1.331414,1.235963,1.074014,1.22942,1.243964,1.444353
1211.6,1.407418,1.320883,1.330519,1.238555,1.071437,1.230176,1.238682,1.446996
1211.8,1.404454,1.323515,1.327873,1.241326,1.076673,1.226002,1.235795,1.442701
1212,1.406505,1.327006,1.330397,1.239466,1.076631,1.22435,1.233852,1.450984
1212.2,1.404865,1.324791,1.327025,1.239322,1.075918,1.232226,1.238573,1.447174
1212.4,1.409947,1.324589,1.327899,1.239724,1.073332,1.231794,1.24293,1.447872
1212.6,1.405517,1.324942,1.3241,1.241306,1.074561,1.233281,1.241182,1.449421
1212.8,1.406523,1.326587,1.328218,1.243327,1.075459,1.226821,1.237091,1.445328
1213,1.402991,1.327102,1.330377,1.240354,1.073928,1.229781,1.244461,1.445359
1213.2,1.405596,1.324666,1.332772,1.242152,1.076948,1.230109,1.240437,1.444082
1213.4,1.407079,1.325133,1.328767,1.24287,1.077168,1.2281,1.237516,1.448457
1213.6,1.408389,1.323806,1.32566,1.240794,1.078089,1.227143,1.235281,1.448313
1213.8,1.407923,1.320711,1.32316,1.238952,1.078156,1.233455,1.237913,1.450078
1214,1.404719,1.317824,1.327909,1.241141,1.076097,1.226232,1.238814,1.451044
1214.2,1.40319,1.323846,1.324553,1.238563,1.074339,1.226217,1.237425,1.448172
1214.4,1.406463,1.325209,1.325075,1.240199,1.072872,1.227994,1.238645,1.447416
1214.6,1.405171,1.325288,1.325737,1.239617,1.074709,1.228927,1.237035,1.449056
1214.8,1.404453,1.329733,1.326092,1.241333,1.075053,1.229648,1.243346,1.448468
1215,1.40584,1.326264,1.330752,1.242783,1.078911,1.228843,1.2392,1.450495
1215.2,1.405101,1.323235,1.327417,1.243144,1.079694,1.228794,1.239799,1.447256
1215.4,1.406999,1.324226,1.329913,1.237089,1.081824,1.23186,1.238378,1.445801
1215.6,1.404476,1.322966,1.327682,1.237935,1.077198,1.225514,1.235397,1.448714
1215.8,1.402254,1.327843,1.324867,1.236946,1.075333,1.227541,1.236469,1.449156
1216,1.406213,1.32043,1.326903,1.234224,1.076144,1.232277,1.237761,1.447525
1216.2,1.405014,1.328006,1.325415,1.239916,1.074955,1.228316,1.237134,1.447895
1216.4,1.405185,1.322872,1.323167,1.23791,1.075906,1.227809,1.237,1.446433
1216.6,1.408112,1.328871,1.324166,1.242845,1.071728,1.230174,1.23817,1.448433
1216.8,1.411654,1.325035,1.327308,1.239099,1.077793,1.229456,1.239874,1.446946
1217,1.402736,1.329622,1.329657,1.243338,1.075886,1.231049,1.235385,1.449587
1217.2,1.404461,1.324336,1.32591,1.241724,1.07342,1.231091,1.239715,1.449341
1217.4,1.410516,1.327446,1.325627,1.238049,1.072212,1.229627,1.233328,1.450025
1217.6,1.405096,1.323721,1.325087,1.244438,1.07616,1.226567,1.240818,1.450991
1217.8,1.408045,1.326571,1.327833,1.23806,1.077015,1.229766,1.23649,1.448893
1218,1.40613,1.325654,1.323055,1.238323,1.080327,1.226924,1.238072,1.45052
1218.2,1.404398,1.325927,1.324527,1.237694,1.073165,1.22965,1.238326,1.447945
1218.4,1.401491,1.318148,1.330846,1.24236,1.071505,1.225728,1.234366,1.448882
1218.6,1.409452,1.326011,1.322444,1.239255,1.071568,1.226612,1.241632,1.447489
1218.8,1.407136,1.324125,1.328286,1.24047,1.07821,1.228984,1.23724,1.442234
1219,1.408645,1.322687,1.322615,1.238019,1.078644,1.22647,1.238484,1.447014
1219.2,1.407944,1.325835,1.322746,1.240384,1.073444,1.231486,1.237063,1.446519
1219.4,1.404908,1.322402,1.32321,1.240668,1.073434,1.230803,1.238827,1.444886
1219.6,1.404489,1.323463,1.325793,1.239264,1.073361,1.228964,1.242088,1.446078
1219.8,1.406384,1.326144,1.324114,1.238749,1.068727,1.225433,1.233483,1.44856
1220,1.399455,1.320751,1.325884,1.2337,1.075858,1.225951,1.241068,1.452117
1220.2,1.406867,1.329144,1.327622,1.235503,1.073581,1.229932,1.237573,1.448559
1220.4,1.411574,1.323808,1.326856,1.242875,1.076748,1.225259,1.238414,1.448423
1220.6,1.40507,1.318843,1.325615,1.236875,1.07811,1.227654,1.236494,1.445276
1220.8,1.403848,1.32363,1.323522,1.242615,1.077859,1.229978,1.238943,1.445959
1221,1.408374,1.323166,1.325069,1.238023,1.076657,1.226386,1.240938,1.448999
1221.2,1.408086,1.320026,1.32631,1.241793,1.071913,1.227662,1.240446,1.445091
1221.4,1.406315,1.326903,1.332899,1.244137,1.07559,1.229365,1.242138,1.445798
1221.6,1.405062,1.324708,1.324754,1.238504,1.073789,1.224125,1.23481,1.447356
1221.8,1.401842,1.323708,1.324033,1.237803,1.073027,1.226454,1.233839,1.449732
1222,1.405895,1.326403,1.328698,1.239046,1.072024,1.226305,1.233644,1.448301
1222.2,1.405338,1.324615,1.326275,1.238376,1.074865,1.22903,1.236153,1.447038
1222.4,1.406588,1.323946,1.325771,1.237775,1.072746,1.225224,1.241939,1.448776
1222.6,1.403028,1.32211,1.326533,1.237506,1.072418,1.225865,1.238747,1.445831
1222.8,1.405589,1.325582,1.325045,1.242359,1.073379,1.224225,1.238488,1.446478
1223,1.40709,1.325109,1.330505,1.241644,1.074971,1.22812,1.237505,1.444422
1223.2,1.405596,1.319443,1.327827,1.239322,1.074022,1.231094,1.235845,1.442147
1223.4,1.400726,1.323347,1.325329,1.239695,1.07065,1.231765,1.239409,1.449461
1223.6,1.403932,1.3228,1.326477,1.241589,1.074577,1.228142,1.238238,1.445645
1223.8,1.407338,1.321509,1.327406,1.242619,1.074889,1.223323,1.234337,1.451239
1224,1.405732,1.318328,1.331147,1.237462,1.07579,1.224243,1.240113,1.449254
1224.2,1.401781,1.320002,1.323986,1.238985,1.075448,1.225957,1.236431,1.445415
1224.4,1.402296,1.325373,1.327623,1.242643,1.073945,1.225923,1.239606,1.448416
1224.6,1.406951,1.327982,1.321882,1.238075,1.071944,1.22763,1.241581,1.447552
1224.8,1.403486,1.326076,1.323354,1.240828,1.079145,1.226208,1.233753,1.446597
1225,1.408136,1.324256,1.326888,1.241099,1.074817,1.230377,1.239979,1.443744
1225.2,1.405056,1.321282,1.324876,1.235963,1.081847,1.232724,1.2407,1.449847
1225.4,1.403616,1.323767,1.328659,1.241172,1.073288,1.228998,1.233625,1.44654
